A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,O11,Kelas
0,13,6,0,0,0,0,0,0,0,0,30,28,5,0,0,0,0,0,0,0,0,17,15,7,0,0,0,0,0,0,0,0,15,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,34,43,0,0,0,0,0,0,0,0,4,4,17,0,0,0,0,0,0,0,0,10,10,16,0,0,0,0,0,0,0,0,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,6,8,0,0,0,0,0,0,0,0,29,27,7,0,0,0,0,0,0,0,0,9,19,8,0,0,0,0,0,0,0,0,11,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,39,57,0,0,0,0,0,0,0,0,7,16,4,0,0,0,0,0,0,0,0,9,3,13,0,0,0,0,0,0,0,0,48,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,19,9,0,0,0,0,0,0,0,0,21,29,17,0,0,0,0,0,0,0,0,6,2,19,0,0,0,0,0,0,0,0,20,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,58,0,0,0,0,0,0,0,0,20,9,8,0,0,0,0,0,0,0,0,7,8,10,0,0,0,0,0,0,0,0,11,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,7,3,0,0,0,0,0,0,0,0,36,21,10,0,0,0,0,0,0,0,0,18,19,16,0,0,0,0,0,0,0,0,3,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,58,0,0,0,0,0,0,0,0,11,7,7,0,0,0,0,0,0,0,0,20,13,17,0,0,0,0,0,0,0,0,39,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,5,1,0,0,0,0,0,0,0,0,31,21,2,0,0,0,0,0,0,0,0,1,18,20,0,0,0,0,0,0,0,0,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,57,0,0,0,0,0,0,0,0,7,7,8,0,0,0,0,0,0,0,0,17,14,8,0,0,0,0,0,0,0,0,15,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,20,9,0,0,0,0,0,0,0,0,30,21,1,0,0,0,0,0,0,0,0,5,3,16,0,0,0,0,0,0,0,0,19,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,56,0,0,0,0,0,0,0,0,17,19,11,0,0,0,0,0,0,0,0,10,15,12,0,0,0,0,0,0,0,0,53,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,18,9,0,0,0,0,0,0,0,0,27,28,17,0,0,0,0,0,0,0,0,16,20,18,0,0,0,0,0,0,0,0,1,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,42,0,0,0,0,0,0,0,0,2,9,15,0,0,0,0,0,0,0,0,20,16,7,0,0,0,0,0,0,0,0,13,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,6,1,0,0,0,0,0,0,0,0,22,22,11,0,0,0,0,0,0,0,0,3,8,16,0,0,0,0,0,0,0,0,10,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,40,46,0,0,0,0,0,0,0,0,17,15,18,0,0,0,0,0,0,0,0,19,6,2,0,0,0,0,0,0,0,0,44,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,17,6,0,0,0,0,0,0,0,0,24,20,15,0,0,0,0,0,0,0,0,1,18,16,0,0,0,0,0,0,0,0,20,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,54,0,0,0,0,0,0,0,0,1,18,18,0,0,0,0,0,0,0,0,6,18,19,0,0,0,0,0,0,0,0,42,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,20,8,0,0,0,0,0,0,0,0,34,20,15,0,0,0,0,0,0,0,0,2,8,6,0,0,0,0,0,0,0,0,15,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,34,50,0,0,0,0,0,0,0,0,8,17,14,0,0,0,0,0,0,0,0,12,8,8,0,0,0,0,0,0,0,0,58,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,18,7,0,0,0,0,0,0,0,0,26,22,17,0,0,0,0,0,0,0,0,9,14,19,0,0,0,0,0,0,0,0,11,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,57,0,0,0,0,0,0,0,0,4,1,12,0,0,0,0,0,0,0,0,11,2,18,0,0,0,0,0,0,0,0,43,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,14,0,0,0,0,0,0,0,0,0,33,26,0,0,0,0,0,0,0,0,0,29,38,0,0,0,0,0,0,0,0,0,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,37,0,0,0,0,0,0,0,0,0,11,19,0,0,0,0,0,0,0,0,0,17,18,0,0,0,0,0,0,0,0,0,30,15,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,19,20,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,30,24,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2
0,0,0,17,0,0,0,0,0,0,0,0,0,40,31,0,0,0,0,0,0,0,0,0,24,37,0,0,0,0,0,0,0,0,0,37,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,25,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,0,0,0,0,0,60,6,0,0,0,0,0,0,0,0,0,20,18,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,20,15,0,0,0,0,0,0,0,0,0,32,17,0,0,0,0,0,0,0,0,0,18,8,0,0,0,0,0,0,0,2
0,0,0,10,0,0,0,0,0,0,0,0,0,24,22,0,0,0,0,0,0,0,0,0,28,39,0,0,0,0,0,0,0,0,0,33,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,19,0,0,0,0,0,0,0,0,0,18,12,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,36,3,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,10,17,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,38,17,0,0,0,0,0,0,0,0,0,19,11,0,0,0,0,0,0,0,2
0,0,0,13,0,0,0,0,0,0,0,0,0,26,35,0,0,0,0,0,0,0,0,0,24,32,0,0,0,0,0,0,0,0,0,23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,12,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,0,0,16,18,0,0,0,0,0,0,0,0,0,55,20,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,31,16,0,0,0,0,0,0,0,0,0,19,18,0,0,0,0,0,0,0,2
0,0,0,1,0,0,0,0,0,0,0,0,0,35,38,0,0,0,0,0,0,0,0,0,33,34,0,0,0,0,0,0,0,0,0,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,24,0,0,0,0,0,0,0,0,0,20,15,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,0,0,0,0,0,42,1,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,37,24,0,0,0,0,0,0,0,0,0,16,11,0,0,0,0,0,0,0,2
0,0,0,12,0,0,0,0,0,0,0,0,0,20,38,0,0,0,0,0,0,0,0,0,28,27,0,0,0,0,0,0,0,0,0,37,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,39,0,0,0,0,0,0,0,0,0,19,11,0,0,0,0,0,0,0,0,0,18,20,0,0,0,0,0,0,0,0,0,54,20,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,19,13,0,0,0,0,0,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0,21,39,0,0,0,0,0,0,0,0,0,9,16,0,0,0,0,0,0,0,2
0,0,0,6,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,39,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,10,0,0,0,0,0,0,0,0,0,18,14,0,0,0,0,0,0,0,0,0,19,17,0,0,0,0,0,0,0,0,0,46,7,0,0,0,0,0,0,0,0,0,10,18,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,37,25,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,2
0,0,0,10,0,0,0,0,0,0,0,0,0,27,33,0,0,0,0,0,0,0,0,0,36,39,0,0,0,0,0,0,0,0,0,23,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,28,0,0,0,0,0,0,0,0,0,13,20,0,0,0,0,0,0,0,0,0,14,12,0,0,0,0,0,0,0,0,0,56,18,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,40,21,0,0,0,0,0,0,0,0,0,5,18,0,0,0,0,0,0,0,2
0,0,0,18,0,0,0,0,0,0,0,0,0,31,39,0,0,0,0,0,0,0,0,0,38,40,0,0,0,0,0,0,0,0,0,25,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,32,0,0,0,0,0,0,0,0,0,19,13,0,0,0,0,0,0,0,0,0,16,20,0,0,0,0,0,0,0,0,0,37,2,0,0,0,0,0,0,0,0,0,20,11,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,32,40,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,2
0,0,0,6,0,0,0,0,0,0,0,0,0,31,32,0,0,0,0,0,0,0,0,0,24,25,0,0,0,0,0,0,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,31,0,0,0,0,0,0,0,0,0,19,16,0,0,0,0,0,0,0,0,0,20,16,0,0,0,0,0,0,0,0,0,42,15,0,0,0,0,0,0,0,0,0,19,9,0,0,0,0,0,0,0,0,0,8,20,0,0,0,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0,0,0,27,19,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,2
0,0,0,10,0,0,0,0,0,0,0,0,0,32,40,0,0,0,0,0,0,0,0,0,37,34,0,0,0,0,0,0,0,0,0,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,29,0,0,0,0,0,0,0,0,0,20,16,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0,56,14,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,37,19,0,0,0,0,0,0,0,0,0,20,12,0,0,0,0,0,0,0,2
0,0,0,14,0,0,0,0,0,0,0,0,0,26,30,0,0,0,0,0,0,0,0,0,22,20,0,0,0,0,0,0,0,0,0,24,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,13,0,0,0,0,0,0,0,0,0,19,12,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,43,13,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,26,15,0,0,0,0,0,0,0,0,0,18,5,0,0,0,0,0,0,0,2
0,0,0,16,0,0,0,0,0,0,0,0,0,36,21,0,0,0,0,0,0,0,0,0,32,22,0,0,0,0,0,0,0,0,0,32,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,27,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,15,16,0,0,0,0,0,0,0,0,0,45,16,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,28,14,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,2
0,0,0,3,0,0,0,0,0,0,0,0,0,38,34,0,0,0,0,0,0,0,0,0,22,36,0,0,0,0,0,0,0,0,0,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,38,0,0,0,0,0,0,0,0,0,11,19,0,0,0,0,0,0,0,0,0,10,19,0,0,0,0,0,0,0,0,0,42,13,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,2
0,0,0,17,0,0,0,0,0,0,0,0,0,26,40,0,0,0,0,0,0,0,0,0,35,40,0,0,0,0,0,0,0,0,0,33,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,17,0,0,0,0,0,0,0,0,0,15,13,0,0,0,0,0,0,0,0,0,10,19,0,0,0,0,0,0,0,0,0,35,10,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,36,30,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,2
0,0,0,2,0,0,0,0,0,0,0,0,0,21,20,0,0,0,0,0,0,0,0,0,21,39,0,0,0,0,0,0,0,0,0,21,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,22,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,48,14,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,35,29,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,2
0,0,0,8,0,0,0,0,0,0,0,0,0,27,32,0,0,0,0,0,0,0,0,0,37,32,0,0,0,0,0,0,0,0,0,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,10,0,0,0,0,0,0,0,0,0,13,20,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,54,16,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,6,17,0,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,21,36,0,0,0,0,0,0,0,0,0,13,20,0,0,0,0,0,0,0,2
0,0,0,16,0,0,0,0,0,0,0,0,0,33,21,0,0,0,0,0,0,0,0,0,34,24,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,27,0,0,0,0,0,0,0,0,0,17,19,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,55,3,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,19,12,0,0,0,0,0,0,0,0,0,20,17,0,0,0,0,0,0,0,0,0,19,6,0,0,0,0,0,0,0,2
0,0,0,2,0,0,0,0,0,0,0,0,0,20,22,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,36,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,28,0,0,0,0,0,0,0,0,0,11,17,0,0,0,0,0,0,0,0,0,15,17,0,0,0,0,0,0,0,0,0,54,6,0,0,0,0,0,0,0,0,0,18,20,0,0,0,0,0,0,0,0,0,16,19,0,0,0,0,0,0,0,0,0,6,17,0,0,0,0,0,0,0,0,0,24,36,0,0,0,0,0,0,0,0,0,20,7,0,0,0,0,0,0,0,2
0,0,0,19,0,0,0,0,0,0,0,0,0,22,40,0,0,0,0,0,0,0,0,0,28,38,0,0,0,0,0,0,0,0,0,32,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,30,0,0,0,0,0,0,0,0,0,14,19,0,0,0,0,0,0,0,0,0,16,17,0,0,0,0,0,0,0,0,0,31,12,0,0,0,0,0,0,0,0,0,7,15,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,2
0,0,0,13,0,0,0,0,0,0,0,0,0,25,38,0,0,0,0,0,0,0,0,0,23,36,0,0,0,0,0,0,0,0,0,36,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,22,0,0,0,0,0,0,0,0,0,16,13,0,0,0,0,0,0,0,0,0,16,18,0,0,0,0,0,0,0,0,0,58,11,0,0,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,21,26,0,0,0,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0,2
0,0,0,7,0,0,0,0,0,0,0,0,0,40,27,0,0,0,0,0,0,0,0,0,20,31,0,0,0,0,0,0,0,0,0,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,29,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,0,0,57,9,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,22,27,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,2
0,0,0,16,0,0,0,0,0,0,0,0,0,26,25,0,0,0,0,0,0,0,0,0,27,29,0,0,0,0,0,0,0,0,0,22,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,21,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,0,0,11,15,0,0,0,0,0,0,0,0,0,37,4,0,0,0,0,0,0,0,0,0,12,19,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,0,0,22,33,0,0,0,0,0,0,0,0,0,15,16,0,0,0,0,0,0,0,2
0,0,0,8,0,0,0,0,0,0,0,0,0,24,31,0,0,0,0,0,0,0,0,0,24,21,0,0,0,0,0,0,0,0,0,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,38,0,0,0,0,0,0,0,0,0,10,19,0,0,0,0,0,0,0,0,0,17,12,0,0,0,0,0,0,0,0,0,56,6,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,37,19,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,2
0,0,0,15,0,0,0,0,0,0,0,0,0,28,33,0,0,0,0,0,0,0,0,0,31,26,0,0,0,0,0,0,0,0,0,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,30,0,0,0,0,0,0,0,0,0,14,16,0,0,0,0,0,0,0,0,0,13,19,0,0,0,0,0,0,0,0,0,36,8,0,0,0,0,0,0,0,0,0,17,18,0,0,0,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,0,0,18,8,0,0,0,0,0,0,0,0,0,36,37,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2
0,0,0,13,0,0,0,0,0,0,0,0,0,23,26,0,0,0,0,0,0,0,0,0,34,25,0,0,0,0,0,0,0,0,0,20,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,34,0,0,0,0,0,0,0,0,0,15,12,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,0,0,0,18,20,0,0,0,0,0,0,0,0,0,36,20,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,2
0,0,0,13,0,0,0,0,0,0,0,0,0,29,39,0,0,0,0,0,0,0,0,0,23,24,0,0,0,0,0,0,0,0,0,27,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,39,0,0,0,0,0,0,0,0,0,19,20,0,0,0,0,0,0,0,0,0,18,20,0,0,0,0,0,0,0,0,0,53,13,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,38,13,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,2
0,0,0,7,0,0,0,0,0,0,0,0,0,37,38,0,0,0,0,0,0,0,0,0,39,24,0,0,0,0,0,0,0,0,0,23,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,30,0,0,0,0,0,0,0,0,0,18,17,0,0,0,0,0,0,0,0,0,11,19,0,0,0,0,0,0,0,0,0,34,14,0,0,0,0,0,0,0,0,0,18,15,0,0,0,0,0,0,0,0,0,18,15,0,0,0,0,0,0,0,0,0,18,13,0,0,0,0,0,0,0,0,0,36,38,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,2
0,0,0,9,0,0,0,0,0,0,0,0,0,35,24,0,0,0,0,0,0,0,0,0,26,24,0,0,0,0,0,0,0,0,0,36,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,14,0,0,0,0,0,0,0,0,0,15,19,0,0,0,0,0,0,0,0,0,17,14,0,0,0,0,0,0,0,0,0,37,2,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,0,0,17,18,0,0,0,0,0,0,0,0,0,6,18,0,0,0,0,0,0,0,0,0,34,30,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,2
